subject,SO_Source_Distance,Source,SO,pre_post,Outflow_peak
58,2,4,2,1,0.843556348112842
58,2,4,2,2,0.831646222619974
58,2,1,3,1,0.849683456720748
58,2,1,3,2,0.841222116139471
58,1,2,3,1,0.853782907627311
58,1,2,3,2,0.847467372004087
58,0,3,3,1,0.855564494612372
58,0,3,3,2,0.852766944210989
58,1,4,3,1,0.851732029231255
58,1,4,3,2,0.842420716993749
58,3,1,4,1,0.849139435918374
58,3,1,4,2,0.843413490199886
58,2,2,4,1,0.852780382733926
58,2,2,4,2,0.84695505904559
58,1,3,4,1,0.85620013339623
58,1,3,4,2,0.85230613424639
58,0,4,4,1,0.853096560404643
58,0,4,4,2,0.845094841112989
59,0,1,1,1,0.856233409215338
59,1,2,1,1,0.855876935813586
59,1,2,1,2,0.851737303944253
59,2,3,1,1,0.853142645939969
59,2,3,1,2,0.849555375431512
59,3,4,1,1,0.840636518907796
59,3,4,1,2,0.836084122175728
59,1,1,2,2,0.854799274920843
59,0,2,2,2,0.856243173845627
59,1,3,2,2,0.854733894037782
59,2,4,2,1,0.848315458355024
59,2,4,2,2,0.845212252803416
59,2,1,3,1,0.855080167804396
59,2,1,3,2,0.850920162091936
59,1,4,3,1,0.855072088343083
59,1,4,3,2,0.853214478763225
59,3,1,4,1,0.854945628552666
59,3,1,4,2,0.851834385651978
59,0,4,4,1,0.856015265172909
59,0,4,4,2,0.853607341905168
